Year,Period,Area,Adjusted,Preliminary,Labor Force,Employment,Unemployment,Unemployment Rate
"2009","Mar","Imperial County","Not Adj","Not Prelim","72,800","55,000","17,800","24.5"
"2009","Apr","Imperial County","Not Adj","Not Prelim","74,400","54,700","19,700","26.5"
"2009","May","Imperial County","Not Adj","Not Prelim","75,500","55,800","19,700","26.1"
"2009","Jun","Imperial County","Not Adj","Not Prelim","76,500","55,700","20,700","27.1"
"2009","Jul","Imperial County","Not Adj","Not Prelim","77,300","53,900","23,400","30.3"
"2009","Aug","Imperial County","Not Adj","Not Prelim","77,000","53,700","23,300","30.2"
"2009","Sep","Imperial County","Not Adj","Not Prelim","77,100","54,000","23,000","29.9"
"2009","Oct","Imperial County","Not Adj","Not Prelim","77,100","54,300","22,800","29.5"
"2009","Nov","Imperial County","Not Adj","Not Prelim","76,300","54,800","21,500","28.2"
"2009","Dec","Imperial County","Not Adj","Not Prelim","75,900","55,600","20,300","26.8"
"2017","Annual","Inyo County","Not Adj","Not Prelim","8,630","8,250","380","4.4"
"2017","Jan","Inyo County","Not Adj","Not Prelim","8,640","8,180","460","5.3"
"2017","Feb","Inyo County","Not Adj","Not Prelim","8,670","8,210","460","5.3"
"2017","Mar","Inyo County","Not Adj","Not Prelim","8,660","8,230","430","4.9"
"2017","Apr","Inyo County","Not Adj","Not Prelim","8,540","8,150","390","4.5"
"2017","May","Inyo County","Not Adj","Not Prelim","8,550","8,210","340","3.9"
"2017","Jun","Inyo County","Not Adj","Not Prelim","8,640","8,290","360","4.1"
"2017","Jul","Inyo County","Not Adj","Not Prelim","8,800","8,410","390","4.5"
"2017","Aug","Inyo County","Not Adj","Not Prelim","8,740","8,370","370","4.2"
"2017","Sep","Inyo County","Not Adj","Not Prelim","8,750","8,420","330","3.8"
"2017","Oct","Inyo County","Not Adj","Not Prelim","8,630","8,300","330","3.8"
"2017","Nov","Inyo County","Not Adj","Not Prelim","8,440","8,110","330","3.9"
"2017","Dec","Inyo County","Not Adj","Not Prelim","8,450","8,110","330","4.0"
"2016","Annual","Inyo County","Not Adj","Not Prelim","8,870","8,400","470","5.3"
"2016","Jan","Inyo County","Not Adj","Not Prelim","8,840","8,280","560","6.3"
"2016","Feb","Inyo County","Not Adj","Not Prelim","8,900","8,350","550","6.1"
"2016","Mar","Inyo County","Not Adj","Not Prelim","8,940","8,420","520","5.9"
"2016","Apr","Inyo County","Not Adj","Not Prelim","8,800","8,340","460","5.3"
"2016","May","Inyo County","Not Adj","Not Prelim","8,850","8,430","420","4.8"
"2016","Jun","Inyo County","Not Adj","Not Prelim","8,980","8,510","470","5.2"
"2016","Jul","Inyo County","Not Adj","Not Prelim","9,050","8,580","480","5.3"
"2016","Aug","Inyo County","Not Adj","Not Prelim","9,000","8,550","440","4.9"
"2016","Sep","Inyo County","Not Adj","Not Prelim","8,930","8,500","430","4.8"
"2016","Oct","Inyo County","Not Adj","Not Prelim","8,780","8,350","420","4.8"
"2016","Nov","Inyo County","Not Adj","Not Prelim","8,730","8,300","430","4.9"
"2016","Dec","Inyo County","Not Adj","Not Prelim","8,590","8,150","440","5.1"
"2015","Annual","Inyo County","Not Adj","Not Prelim","9,090","8,560","530","5.8"
"2015","Jan","Inyo County","Not Adj","Not Prelim","9,090","8,460","640","7.0"
"2015","Feb","Inyo County","Not Adj","Not Prelim","9,050","8,440","620","6.8"
"2015","Mar","Inyo County","Not Adj","Not Prelim","9,080","8,490","580","6.4"
"2015","Apr","Inyo County","Not Adj","Not Prelim","9,070","8,560","510","5.6"
"2015","May","Inyo County","Not Adj","Not Prelim","9,180","8,690","490","5.4"
"2015","Jun","Inyo County","Not Adj","Not Prelim","9,290","8,790","500","5.4"
"2015","Jul","Inyo County","Not Adj","Not Prelim","9,290","8,760","530","5.7"
"2015","Aug","Inyo County","Not Adj","Not Prelim","9,210","8,730","490","5.3"
"2015","Sep","Inyo County","Not Adj","Not Prelim","9,150","8,700","460","5.0"
"2015","Oct","Inyo County","Not Adj","Not Prelim","8,940","8,460","480","5.3"
"2015","Nov","Inyo County","Not Adj","Not Prelim","8,860","8,350","520","5.8"
"2015","Dec","Inyo County","Not Adj","Not Prelim","8,850","8,350","510","5.7"
"2014","Annual","Inyo County","Not Adj","Not Prelim","9,210","8,580","630","6.8"
"2014","Jan","Inyo County","Not Adj","Not Prelim","9,070","8,360","710","7.8"
"2014","Feb","Inyo County","Not Adj","Not Prelim","9,150","8,420","730","7.9"
"2014","Mar","Inyo County","Not Adj","Not Prelim","9,230","8,500","730","7.9"
"2014","Apr","Inyo County","Not Adj","Not Prelim","9,120","8,500","630","6.9"
"2014","May","Inyo County","Not Adj","Not Prelim","9,230","8,620","610","6.6"
"2014","Jun","Inyo County","Not Adj","Not Prelim","9,410","8,790","610","6.5"
"2014","Jul","Inyo County","Not Adj","Not Prelim","9,370","8,710","660","7.1"
"2014","Aug","Inyo County","Not Adj","Not Prelim","9,430","8,810","620","6.5"
"2014","Sep","Inyo County","Not Adj","Not Prelim","9,330","8,770","550","5.9"
"2014","Oct","Inyo County","Not Adj","Not Prelim","9,150","8,600","560","6.1"
"2014","Nov","Inyo County","Not Adj","Not Prelim","8,990","8,420","570","6.4"
"2014","Dec","Inyo County","Not Adj","Not Prelim","9,070","8,500","570","6.3"
"2013","Annual","Inyo County","Not Adj","Not Prelim","9,390","8,650","740","7.8"
"2013","Jan","Inyo County","Not Adj","Not Prelim","9,440","8,550","890","9.4"
"2013","Feb","Inyo County","Not Adj","Not Prelim","9,290","8,430","850","9.2"
"2013","Mar","Inyo County","Not Adj","Not Prelim","9,390","8,590","810","8.6"
"2013","Apr","Inyo County","Not Adj","Not Prelim","9,380","8,670","710","7.6"
"2013","May","Inyo County","Not Adj","Not Prelim","9,500","8,800","700","7.3"
"2013","Jun","Inyo County","Not Adj","Not Prelim","9,500","8,760","750","7.8"
"2013","Jul","Inyo County","Not Adj","Not Prelim","9,560","8,820","740","7.7"
"2013","Aug","Inyo County","Not Adj","Not Prelim","9,610","8,900","710","7.4"
"2013","Sep","Inyo County","Not Adj","Not Prelim","9,410","8,750","660","7.0"
"2013","Oct","Inyo County","Not Adj","Not Prelim","9,270","8,580","690","7.4"
"2013","Nov","Inyo County","Not Adj","Not Prelim","9,220","8,540","680","7.4"
"2013","Dec","Inyo County","Not Adj","Not Prelim","9,110","8,460","650","7.2"
"2012","Annual","Inyo County","Not Adj","Not Prelim","9,560","8,690","870","9.1"
"2012","Jan","Inyo County","Not Adj","Not Prelim","9,520","8,560","960","10.1"
"2012","Feb","Inyo County","Not Adj","Not Prelim","9,620","8,660","960","10.0"
"2012","Mar","Inyo County","Not Adj","Not Prelim","9,630","8,670","960","10.0"
"2012","Apr","Inyo County","Not Adj","Not Prelim","9,580","8,710","860","9.0"
"2012","May","Inyo County","Not Adj","Not Prelim","9,570","8,730","840","8.8"
"2012","Jun","Inyo County","Not Adj","Not Prelim","9,720","8,840","880","9.0"
"2012","Jul","Inyo County","Not Adj","Not Prelim","9,580","8,690","890","9.3"
"2012","Aug","Inyo County","Not Adj","Not Prelim","9,590","8,770","830","8.6"
"2012","Sep","Inyo County","Not Adj","Not Prelim","9,480","8,710","770","8.2"
"2012","Oct","Inyo County","Not Adj","Not Prelim","9,540","8,730","800","8.4"
"2012","Nov","Inyo County","Not Adj","Not Prelim","9,460","8,640","820","8.7"
"2012","Dec","Inyo County","Not Adj","Not Prelim","9,410","8,580","830","8.8"
"2011","Annual","Inyo County","Not Adj","Not Prelim","9,680","8,740","940","9.7"
"2011","Jan","Inyo County","Not Adj","Not Prelim","9,750","8,720","1,020","10.5"
"2011","Feb","Inyo County","Not Adj","Not Prelim","9,650","8,650","1,010","10.4"
"2011","Mar","Inyo County","Not Adj","Not Prelim","9,650","8,640","1,000","10.4"
"2011","Apr","Inyo County","Not Adj","Not Prelim","9,610","8,670","940","9.8"
"2011","May","Inyo County","Not Adj","Not Prelim","9,640","8,730","910","9.4"
"2011","Jun","Inyo County","Not Adj","Not Prelim","9,780","8,820","970","9.9"
"2011","Jul","Inyo County","Not Adj","Not Prelim","9,850","8,890","960","9.8"
"2011","Aug","Inyo County","Not Adj","Not Prelim","9,810","8,880","930","9.4"
"2011","Sep","Inyo County","Not Adj","Not Prelim","9,670","8,790","880","9.1"
"2011","Oct","Inyo County","Not Adj","Not Prelim","9,590","8,710","880","9.2"
"2011","Nov","Inyo County","Not Adj","Not Prelim","9,590","8,700","890","9.3"
"2011","Dec","Inyo County","Not Adj","Not Prelim","9,590","8,700","900","9.3"
"2010","Annual","Inyo County","Not Adj","Not Prelim","9,750","8,810","950","9.7"
"2010","Jan","Inyo County","Not Adj","Not Prelim","9,560","8,560","1,000","10.4"
"2010","Feb","Inyo County","Not Adj","Not Prelim","9,600","8,580","1,020","10.7"
"2010","Mar","Inyo County","Not Adj","Not Prelim","9,650","8,630","1,020","10.6"
"2010","Apr","Inyo County","Not Adj","Not Prelim","9,680","8,770","920","9.5"
"2010","May","Inyo County","Not Adj","Not Prelim","9,750","8,870","880","9.0"
"2010","Jun","Inyo County","Not Adj","Not Prelim","9,760","8,850","920","9.4"
"2010","Jul","Inyo County","Not Adj","Not Prelim","9,980","9,050","930","9.3"
"2010","Aug","Inyo County","Not Adj","Not Prelim","9,970","9,040","930","9.3"
"2010","Sep","Inyo County","Not Adj","Not Prelim","9,920","9,030","890","8.9"
"2010","Oct","Inyo County","Not Adj","Not Prelim","9,750","8,830","920","9.4"
"2010","Nov","Inyo County","Not Adj","Not Prelim","9,700","8,720","980","10.1"
"2010","Dec","Inyo County","Not Adj","Not Prelim","9,720","8,750","960","9.9"
"2009","Annual","Inyo County","Not Adj","Not Prelim","9,390","8,550","840","9.0"
"2009","Jan","Inyo County","Not Adj","Not Prelim","9,300","8,460","840","9.0"
"2009","Feb","Inyo County","Not Adj","Not Prelim","9,300","8,450","850","9.2"
"2009","Mar","Inyo County","Not Adj","Not Prelim","9,340","8,470","870","9.3"
"2009","Apr","Inyo County","Not Adj","Not Prelim","9,320","8,530","790","8.5"
"2009","May","Inyo County","Not Adj","Not Prelim","9,310","8,520","800","8.6"
"2009","Jun","Inyo County","Not Adj","Not Prelim","9,440","8,610","830","8.8"
"2009","Jul","Inyo County","Not Adj","Not Prelim","9,560","8,700","860","9.0"
"2009","Aug","Inyo County","Not Adj","Not Prelim","9,590","8,750","830","8.7"
"2009","Sep","Inyo County","Not Adj","Not Prelim","9,440","8,620","810","8.6"
"2009","Oct","Inyo County","Not Adj","Not Prelim","9,390","8,540","850","9.0"
"2009","Nov","Inyo County","Not Adj","Not Prelim","9,410","8,530","880","9.4"
"2009","Dec","Inyo County","Not Adj","Not Prelim","9,270","8,390","880","9.5"
"2017","Annual","Kern County","Not Adj","Not Prelim","384,800","349,500","35,300","9.2"
"2017","Jan","Kern County","Not Adj","Not Prelim","385,200","342,400","42,800","11.1"
"2017","Feb","Kern County","Not Adj","Not Prelim","384,900","341,700","43,200","11.2"
"2017","Mar","Kern County","Not Adj","Not Prelim","381,700","338,900","42,900","11.2"
"2017","Apr","Kern County","Not Adj","Not Prelim","384,300","346,600","37,600","9.8"
"2017","May","Kern County","Not Adj","Not Prelim","385,900","351,900","34,000","8.8"
"2017","Jun","Kern County","Not Adj","Not Prelim","387,400","351,700","35,700","9.2"
"2017","Jul","Kern County","Not Adj","Not Prelim","384,500","349,000","35,500","9.2"
"2017","Aug","Kern County","Not Adj","Not Prelim","388,000","354,600","33,400","8.6"
"2017","Sep","Kern County","Not Adj","Not Prelim","389,200","359,700","29,500","7.6"
"2017","Oct","Kern County","Not Adj","Not Prelim","386,900","358,500","28,400","7.3"
"2017","Nov","Kern County","Not Adj","Not Prelim","383,600","354,400","29,200","7.6"
"2017","Dec","Kern County","Not Adj","Not Prelim","376,200","344,400","31,900","8.5"
"2016","Annual","Kern County","Not Adj","Not Prelim","388,300","348,000","40,300","10.4"
"2016","Jan","Kern County","Not Adj","Not Prelim","391,000","347,500","43,500","11.1"
"2016","Feb","Kern County","Not Adj","Not Prelim","389,900","345,600","44,300","11.4"
"2016","Mar","Kern County","Not Adj","Not Prelim","383,100","336,400","46,700","12.2"
"2016","Apr","Kern County","Not Adj","Not Prelim","387,600","345,400","42,200","10.9"
"2016","May","Kern County","Not Adj","Not Prelim","388,600","349,600","39,000","10.0"
"2016","Jun","Kern County","Not Adj","Not Prelim","390,000","348,700","41,300","10.6"
"2016","Jul","Kern County","Not Adj","Not Prelim","388,700","348,100","40,600","10.4"
"2016","Aug","Kern County","Not Adj","Not Prelim","390,600","352,400","38,200","9.8"
"2016","Sep","Kern County","Not Adj","Not Prelim","391,600","355,200","36,400","9.3"
"2016","Oct","Kern County","Not Adj","Not Prelim","391,500","355,600","35,900","9.2"
"2016","Nov","Kern County","Not Adj","Not Prelim","386,100","349,800","36,200","9.4"
"2016","Dec","Kern County","Not Adj","Not Prelim","381,000","341,600","39,400","10.3"
"2015","Annual","Kern County","Not Adj","Not Prelim","390,300","350,500","39,900","10.2"
"2015","Jan","Kern County","Not Adj","Not Prelim","393,900","350,100","43,900","11.1"
"2015","Feb","Kern County","Not Adj","Not Prelim","393,200","349,000","44,200","11.3"
"2015","Mar","Kern County","Not Adj","Not Prelim","384,600","339,600","45,000","11.7"
"2015","Apr","Kern County","Not Adj","Not Prelim","389,000","347,800","41,200","10.6"
"2015","May","Kern County","Not Adj","Not Prelim","395,200","354,800","40,400","10.2"
"2015","Jun","Kern County","Not Adj","Not Prelim","390,000","348,800","41,200","10.6"
"2015","Jul","Kern County","Not Adj","Not Prelim","391,600","351,400","40,200","10.3"
"2015","Aug","Kern County","Not Adj","Not Prelim","394,000","357,200","36,800","9.4"
"2015","Sep","Kern County","Not Adj","Not Prelim","391,700","357,300","34,400","8.8"
"2015","Oct","Kern County","Not Adj","Not Prelim","390,800","355,900","34,900","8.9"
"2015","Nov","Kern County","Not Adj","Not Prelim","386,400","350,000","36,400","9.4"
"2015","Dec","Kern County","Not Adj","Not Prelim","383,500","343,900","39,600","10.3"
"2014","Annual","Kern County","Not Adj","Not Prelim","392,500","351,700","40,800","10.4"
"2014","Jan","Kern County","Not Adj","Not Prelim","390,200","343,500","46,700","12.0"
"2014","Feb","Kern County","Not Adj","Not Prelim","389,800","342,300","47,500","12.2"
"2014","Mar","Kern County","Not Adj","Not Prelim","385,300","336,600","48,700","12.6"
"2014","Apr","Kern County","Not Adj","Not Prelim","388,200","345,800","42,400","10.9"
"2014","May","Kern County","Not Adj","Not Prelim","396,200","356,000","40,200","10.1"
"2014","Jun","Kern County","Not Adj","Not Prelim","392,400","351,400","41,000","10.4"
"2014","Jul","Kern County","Not Adj","Not Prelim","396,400","355,500","40,900","10.3"
"2014","Aug","Kern County","Not Adj","Not Prelim","398,800","360,600","38,200","9.6"
"2014","Sep","Kern County","Not Adj","Not Prelim","397,400","362,500","34,900","8.8"
"2014","Oct","Kern County","Not Adj","Not Prelim","397,200","362,400","34,800","8.8"
"2014","Nov","Kern County","Not Adj","Not Prelim","392,500","356,200","36,300","9.2"
"2014","Dec","Kern County","Not Adj","Not Prelim","385,700","347,400","38,300","9.9"
"2013","Annual","Kern County","Not Adj","Not Prelim","393,400","347,200","46,200","11.7"
"2013","Jan","Kern County","Not Adj","Not Prelim","394,600","340,000","54,600","13.8"
"2013","Feb","Kern County","Not Adj","Not Prelim","390,900","338,300","52,600","13.5"
"2013","Mar","Kern County","Not Adj","Not Prelim","384,000","332,000","51,900","13.5"
"2013","Apr","Kern County","Not Adj","Not Prelim","388,300","340,900","47,400","12.2"
"2013","May","Kern County","Not Adj","Not Prelim","394,400","349,600","44,800","11.4"
"2013","Jun","Kern County","Not Adj","Not Prelim","396,100","348,700","47,500","12.0"
"2013","Jul","Kern County","Not Adj","Not Prelim","399,000","353,000","46,000","11.5"
"2013","Aug","Kern County","Not Adj","Not Prelim","399,300","355,700","43,600","10.9"
"2013","Sep","Kern County","Not Adj","Not Prelim","399,200","358,200","40,900","10.3"
"2013","Oct","Kern County","Not Adj","Not Prelim","396,100","354,700","41,400","10.5"
"2013","Nov","Kern County","Not Adj","Not Prelim","391,700","350,900","40,800","10.4"
"2013","Dec","Kern County","Not Adj","Not Prelim","387,700","344,600","43,100","11.1"
"2012","Annual","Kern County","Not Adj","Not Prelim","391,900","340,400","51,500","13.1"
"2012","Jan","Kern County","Not Adj","Not Prelim","387,700","329,800","57,900","14.9"
"2012","Feb","Kern County","Not Adj","Not Prelim","387,800","329,400","58,400","15.1"
"2012","Mar","Kern County","Not Adj","Not Prelim","381,600","323,700","57,900","15.2"
"2012","Apr","Kern County","Not Adj","Not Prelim","378,700","324,900","53,800","14.2"
"2012","May","Kern County","Not Adj","Not Prelim","390,600","339,700","50,800","13.0"
"2012","Jun","Kern County","Not Adj","Not Prelim","395,000","342,200","52,700","13.4"
"2012","Jul","Kern County","Not Adj","Not Prelim","397,900","346,000","51,800","13.0"
"2012","Aug","Kern County","Not Adj","Not Prelim","399,100","350,500","48,600","12.2"
"2012","Sep","Kern County","Not Adj","Not Prelim","399,500","354,800","44,800","11.2"
"2012","Oct","Kern County","Not Adj","Not Prelim","398,900","352,800","46,100","11.5"
"2012","Nov","Kern County","Not Adj","Not Prelim","395,200","349,600","45,600","11.5"
"2012","Dec","Kern County","Not Adj","Not Prelim","390,700","340,700","50,000","12.8"
"2011","Annual","Kern County","Not Adj","Not Prelim","382,400","325,700","56,700","14.8"
"2011","Jan","Kern County","Not Adj","Not Prelim","377,100","314,400","62,600","16.6"
"2011","Feb","Kern County","Not Adj","Not Prelim","374,500","312,400","62,100","16.6"
"2011","Mar","Kern County","Not Adj","Not Prelim","371,700","309,100","62,600","16.8"
"2011","Apr","Kern County","Not Adj","Not Prelim","374,300","316,400","57,900","15.5"
"2011","May","Kern County","Not Adj","Not Prelim","380,200","325,300","54,900","14.4"
"2011","Jun","Kern County","Not Adj","Not Prelim","383,100","326,000","57,100","14.9"
"2011","Jul","Kern County","Not Adj","Not Prelim","382,600","325,000","57,700","15.1"
"2011","Aug","Kern County","Not Adj","Not Prelim","391,200","336,800","54,400","13.9"
"2011","Sep","Kern County","Not Adj","Not Prelim","388,900","336,800","52,100","13.4"
"2011","Oct","Kern County","Not Adj","Not Prelim","388,200","336,700","51,500","13.3"
"2011","Nov","Kern County","Not Adj","Not Prelim","388,000","336,700","51,300","13.2"
"2011","Dec","Kern County","Not Adj","Not Prelim","388,700","333,100","55,500","14.3"
"2010","Annual","Kern County","Not Adj","Not Prelim","371,500","313,400","58,200","15.7"
"2010","Jan","Kern County","Not Adj","Not Prelim","366,300","305,400","60,900","16.6"
"2010","Feb","Kern County","Not Adj","Not Prelim","365,700","302,900","62,800","17.2"
"2010","Mar","Kern County","Not Adj","Not Prelim","365,400","301,200","64,100","17.6"
"2010","Apr","Kern County","Not Adj","Not Prelim","369,400","310,600","58,800","15.9"
"2010","May","Kern County","Not Adj","Not Prelim","371,400","314,700","56,700","15.3"
"2010","Jun","Kern County","Not Adj","Not Prelim","375,100","318,200","57,000","15.2"
"2010","Jul","Kern County","Not Adj","Not Prelim","370,400","312,200","58,100","15.7"
"2010","Aug","Kern County","Not Adj","Not Prelim","376,000","320,700","55,300","14.7"
"2010","Sep","Kern County","Not Adj","Not Prelim","375,300","321,900","53,400","14.2"
"2010","Oct","Kern County","Not Adj","Not Prelim","374,700","321,300","53,400","14.3"
"2010","Nov","Kern County","Not Adj","Not Prelim","374,500","317,100","57,400","15.3"
"2010","Dec","Kern County","Not Adj","Not Prelim","374,100","314,100","60,000","16.0"
"2009","Annual","Kern County","Not Adj","Not Prelim","362,700","311,700","51,000","14.1"
"2009","Jan","Kern County","Not Adj","Not Prelim","363,400","315,700","47,700","13.1"
"2009","Feb","Kern County","Not Adj","Not Prelim","360,400","309,700","50,700","14.1"
"2009","Mar","Kern County","Not Adj","Not Prelim","356,800","303,400","53,400","15.0"
"2009","Apr","Kern County","Not Adj","Not Prelim","358,900","309,600","49,300","13.7"
"2009","May","Kern County","Not Adj","Not Prelim","366,000","317,200","48,900","13.4"
"2009","Jun","Kern County","Not Adj","Not Prelim","368,600","316,900","51,700","14.0"
"2009","Jul","Kern County","Not Adj","Not Prelim","365,100","313,600","51,500","14.1"
"2009","Aug","Kern County","Not Adj","Not Prelim","366,200","316,400","49,900","13.6"
"2009","Sep","Kern County","Not Adj","Not Prelim","366,200","317,100","49,100","13.4"
"2009","Oct","Kern County","Not Adj","Not Prelim","363,100","312,300","50,800","14.0"
"2009","Nov","Kern County","Not Adj","Not Prelim","359,000","306,400","52,600","14.7"
"2009","Dec","Kern County","Not Adj","Not Prelim","358,800","302,200","56,600","15.8"
"2017","Annual","Kings County","Not Adj","Not Prelim","57,400","52,300","5,100","8.9"
"2017","Jan","Kings County","Not Adj","Not Prelim","57,400","50,900","6,500","11.3"
"2017","Feb","Kings County","Not Adj","Not Prelim","57,700","51,000","6,700","11.6"
"2017","Mar","Kings County","Not Adj","Not Prelim","57,200","50,900","6,300","11.0"
"2017","Apr","Kings County","Not Adj","Not Prelim","57,300","51,800","5,500","9.6"
"2017","May","Kings County","Not Adj","Not Prelim","57,500","52,900","4,600","8.0"
"2017","Jun","Kings County","Not Adj","Not Prelim","57,800","52,700","5,100","8.8"
"2017","Jul","Kings County","Not Adj","Not Prelim","58,100","53,200","4,800","8.3"
"2017","Aug","Kings County","Not Adj","Not Prelim","57,700","53,200","4,500","7.7"
"2017","Sep","Kings County","Not Adj","Not Prelim","57,300","53,300","4,000","6.9"
"2017","Oct","Kings County","Not Adj","Not Prelim","57,000","53,000","4,000","7.0"
"2017","Nov","Kings County","Not Adj","Not Prelim","56,800","52,400","4,400","7.8"
"2017","Dec","Kings County","Not Adj","Not Prelim","56,800","52,100","4,800","8.4"
"2016","Annual","Kings County","Not Adj","Not Prelim","57,200","51,500","5,700","10.0"
"2016","Jan","Kings County","Not Adj","Not Prelim","57,300","50,600","6,700","11.8"
"2016","Feb","Kings County","Not Adj","Not Prelim","57,100","50,300","6,800","11.8"
"2016","Mar","Kings County","Not Adj","Not Prelim","57,500","50,700","6,800","11.8"
"2016","Apr","Kings County","Not Adj","Not Prelim","57,100","51,300","5,800","10.2"
"2016","May","Kings County","Not Adj","Not Prelim","57,700","52,600","5,100","8.9"
"2016","Jun","Kings County","Not Adj","Not Prelim","57,500","51,800","5,700","9.9"
"2016","Jul","Kings County","Not Adj","Not Prelim","57,600","52,200","5,400","9.4"
"2016","Aug","Kings County","Not Adj","Not Prelim","57,400","52,300","5,100","8.8"
"2016","Sep","Kings County","Not Adj","Not Prelim","56,900","52,100","4,800","8.4"
"2016","Oct","Kings County","Not Adj","Not Prelim","56,700","51,600","5,100","8.9"
"2016","Nov","Kings County","Not Adj","Not Prelim","56,900","51,600","5,300","9.4"
"2016","Dec","Kings County","Not Adj","Not Prelim","56,600","50,800","5,800","10.2"
"2015","Annual","Kings County","Not Adj","Not Prelim","57,800","51,700","6,100","10.5"
"2015","Jan","Kings County","Not Adj","Not Prelim","57,900","50,500","7,400","12.7"
"2015","Feb","Kings County","Not Adj","Not Prelim","57,600","50,500","7,100","12.4"
"2015","Mar","Kings County","Not Adj","Not Prelim","57,700","50,600","7,100","12.2"
"2015","Apr","Kings County","Not Adj","Not Prelim","57,900","51,600","6,300","10.8"
"2015","May","Kings County","Not Adj","Not Prelim","59,000","53,100","5,900","10.0"
"2015","Jun","Kings County","Not Adj","Not Prelim","58,100","52,000","6,100","10.5"
"2015","Jul","Kings County","Not Adj","Not Prelim","58,500","52,800","5,700","9.8"
"2015","Aug","Kings County","Not Adj","Not Prelim","57,900","52,700","5,200","9.0"
"2015","Sep","Kings County","Not Adj","Not Prelim","57,300","52,500","4,800","8.4"
"2015","Oct","Kings County","Not Adj","Not Prelim","57,400","52,000","5,400","9.4"
"2015","Nov","Kings County","Not Adj","Not Prelim","56,900","51,000","5,800","10.2"
"2015","Dec","Kings County","Not Adj","Not Prelim","57,000","51,000","6,000","10.5"
"2014","Annual","Kings County","Not Adj","Not Prelim","57,400","50,600","6,800","11.9"
"2014","Jan","Kings County","Not Adj","Not Prelim","57,200","48,900","8,300","14.4"
"2014","Feb","Kings County","Not Adj","Not Prelim","57,400","49,000","8,400","14.6"
"2014","Mar","Kings County","Not Adj","Not Prelim","57,200","49,000","8,200","14.3"
"2014","Apr","Kings County","Not Adj","Not Prelim","57,200","50,100","7,200","12.5"
"2014","May","Kings County","Not Adj","Not Prelim","57,100","50,600","6,500","11.4"
"2014","Jun","Kings County","Not Adj","Not Prelim","57,400","50,700","6,700","11.7"
"2014","Jul","Kings County","Not Adj","Not Prelim","58,100","51,500","6,600","11.4"
"2014","Aug","Kings County","Not Adj","Not Prelim","57,900","51,800","6,100","10.5"
"2014","Sep","Kings County","Not Adj","Not Prelim","57,200","51,800","5,500","9.5"
"2014","Oct","Kings County","Not Adj","Not Prelim","58,200","52,300","5,900","10.1"
"2014","Nov","Kings County","Not Adj","Not Prelim","56,900","50,600","6,400","11.2"
"2014","Dec","Kings County","Not Adj","Not Prelim","57,300","50,800","6,500","11.4"
"2013","Annual","Kings County","Not Adj","Not Prelim","58,200","50,400","7,800","13.4"
"2013","Jan","Kings County","Not Adj","Not Prelim","58,500","49,000","9,500","16.3"
"2013","Feb","Kings County","Not Adj","Not Prelim","58,600","49,600","9,100","15.5"
"2013","Mar","Kings County","Not Adj","Not Prelim","58,200","49,300","8,800","15.2"
"2013","Apr","Kings County","Not Adj","Not Prelim","58,200","50,000","8,200","14.1"
"2013","May","Kings County","Not Adj","Not Prelim","59,900","52,300","7,600","12.7"
"2013","Jun","Kings County","Not Adj","Not Prelim","58,800","50,900","7,900","13.4"
"2013","Jul","Kings County","Not Adj","Not Prelim","59,200","51,700","7,500","12.7"
"2013","Aug","Kings County","Not Adj","Not Prelim","58,200","51,100","7,100","12.1"
"2013","Sep","Kings County","Not Adj","Not Prelim","58,100","51,600","6,600","11.3"
"2013","Oct","Kings County","Not Adj","Not Prelim","57,000","50,000","7,000","12.3"
"2013","Nov","Kings County","Not Adj","Not Prelim","57,000","49,900","7,100","12.5"
"2013","Dec","Kings County","Not Adj","Not Prelim","56,700","49,300","7,400","13.1"
"2012","Annual","Kings County","Not Adj","Not Prelim","58,800","50,000","8,800","14.9"
"2012","Jan","Kings County","Not Adj","Not Prelim","58,700","48,600","10,100","17.2"
"2012","Feb","Kings County","Not Adj","Not Prelim","59,300","49,200","10,100","17.1"
"2012","Mar","Kings County","Not Adj","Not Prelim","59,000","49,000","9,900","16.8"
"2012","Apr","Kings County","Not Adj","Not Prelim","58,000","49,000","9,100","15.6"
"2012","May","Kings County","Not Adj","Not Prelim","59,700","51,000","8,600","14.5"
"2012","Jun","Kings County","Not Adj","Not Prelim","59,300","50,300","9,000","15.2"
"2012","Jul","Kings County","Not Adj","Not Prelim","60,200","51,600","8,700","14.4"
"2012","Aug","Kings County","Not Adj","Not Prelim","58,800","50,700","8,100","13.7"
"2012","Sep","Kings County","Not Adj","Not Prelim","58,900","51,600","7,300","12.5"
"2012","Oct","Kings County","Not Adj","Not Prelim","58,400","50,500","8,000","13.6"
"2012","Nov","Kings County","Not Adj","Not Prelim","57,700","49,800","7,900","13.7"
"2012","Dec","Kings County","Not Adj","Not Prelim","57,700","49,400","8,300","14.4"
"2011","Annual","Kings County","Not Adj","Not Prelim","59,100","49,700","9,400","15.9"
"2011","Jan","Kings County","Not Adj","Not Prelim","58,400","47,800","10,600","18.2"
"2011","Feb","Kings County","Not Adj","Not Prelim","58,700","48,100","10,500","18.0"
"2011","Mar","Kings County","Not Adj","Not Prelim","58,700","48,100","10,600","18.0"
"2011","Apr","Kings County","Not Adj","Not Prelim","58,600","48,900","9,700","16.5"
